participant_id,response_id,scenario,topic,shown_code_1,shown_code_2,shown_type_1,shown_type_2,pair,preferred_code,preferred_type,preferred_type_name,no_clear_preference
P043,R_2QbMl2dK6QFsqD7,C4,Cold/cough/sore throat,C4D,C4E,D,E,D|E,C4E,E,Doctor-written-style explanation,False
P045,R_2AuWuLj6hrD3vbP,C4,Cold/cough/sore throat,C4B,C4C,B,C,B|C,C4C,C,Counterfactual explanation,False
P046,R_2znLVXbmg45JWPC,C4,Cold/cough/sore throat,C4D,C4E,D,E,D|E,C4E,E,Doctor-written-style explanation,False
P047,R_2r2g76EB5WzlPlE,C4,Cold/cough/sore throat,C4B,C4D,B,D,B|D,C4B,B,Local feature-attribution / key-factor explanation,False
P049,R_2h4sb4bawJdulOo,C4,Cold/cough/sore throat,C4B,C4D,B,D,B|D,C4B,B,Local feature-attribution / key-factor explanation,False
P050,R_2HXj0saAJh7x4Us,C4,Cold/cough/sore throat,C4B,C4D,B,D,B|D,C4B,B,Local feature-attribution / key-factor explanation,False
P051,R_83jcdRgKC1yerGN,C4,Cold/cough/sore throat,C4A,C4C,A,C,A|C,C4A,A,Rule-based decision path,False
P055,R_2OI7cjnhWztRfXn,C4,Cold/cough/sore throat,C4A,C4D,A,D,A|D,C4D,D,LLM natural-language explanation,False
P056,R_8raIXWlKLqKNVMR,C4,Cold/cough/sore throat,C4A,C4E,A,E,A|E,C4E,E,Doctor-written-style explanation,False
P057,R_2eQKZJlPjVkBdRH,C4,Cold/cough/sore throat,C4B,C4C,B,C,B|C,C4C,C,Counterfactual explanation,False
P058,R_8t0tOyMuhWUt6AF,C4,Cold/cough/sore throat,C4A,C4D,A,D,A|D,C4D,D,LLM natural-language explanation,False
P059,R_2HrQQwfw9gObwJz,C4,Cold/cough/sore throat,C4A,C4C,A,C,A|C,C4C,C,Counterfactual explanation,False
P060,R_2KDwfKnAPQGoSO7,C4,Cold/cough/sore throat,C4B,C4C,B,C,B|C,C4C,C,Counterfactual explanation,False
P061,R_2KGVjxNJbUxmmwN,C4,Cold/cough/sore throat,C4A,C4B,A,B,A|B,C4A,A,Rule-based decision path,False
P062,R_29if10lWZQQSQN4,C4,Cold/cough/sore throat,C4B,C4D,B,D,B|D,C4D,D,LLM natural-language explanation,False
P063,R_2pXrXB3B3nykjrP,C4,Cold/cough/sore throat,C4C,C4D,C,D,C|D,C4C,C,Counterfactual explanation,False
P001,R_2siP2AR4k5kxlQd,C5,Cold/cough/sore throat,C5C,C5D,C,D,C|D,C5D,D,LLM natural-language explanation,False
P002,R_8txlseIZpRyf8eF,C5,Cold/cough/sore throat,C5A,C5D,A,D,A|D,C5D,D,LLM natural-language explanation,False
P004,R_2QsZYZ5xhhmtprB,C5,Cold/cough/sore throat,C5B,C5D,B,D,B|D,C5B,B,Local feature-attribution / key-factor explanation,False
P006,R_2z7P4z2c1fY25eU,C5,Cold/cough/sore throat,C5C,C5D,C,D,C|D,C5C,C,Counterfactual explanation,False
P008,R_8CZZj2bH16ds3Gk,C5,Cold/cough/sore throat,C5C,C5E,C,E,C|E,C5E,E,Doctor-written-style explanation,False
P009,R_2CJjxOa0OLMTNE1,C5,Cold/cough/sore throat,C5C,C5D,C,D,C|D,C5C,C,Counterfactual explanation,False
P010,R_8ksIbWWcn2o4emB,C5,Cold/cough/sore throat,C5C,C5D,C,D,C|D,C5C,C,Counterfactual explanation,False
P011,R_8gxhawknMc9x5oB,C5,Cold/cough/sore throat,C5B,C5D,B,D,B|D,C5B,B,Local feature-attribution / key-factor explanation,False
P012,R_8kHr5DLgYiobzXY,C5,Cold/cough/sore throat,C5B,C5C,B,C,B|C,C5C,C,Counterfactual explanation,False
P014,R_2AjdnF20eeiyFcR,C5,Cold/cough/sore throat,C5A,C5C,A,C,A|C,C5A,A,Rule-based decision path,False
P017,R_28IjKGpZ0JV8Bd7,C5,Cold/cough/sore throat,C5C,C5D,C,D,C|D,C5C,C,Counterfactual explanation,False
P019,R_8oSGgsahbAT7s0T,C5,Cold/cough/sore throat,C5B,C5E,B,E,B|E,C5E,E,Doctor-written-style explanation,False
P020,R_2nGbLUYu0UNb0Ax,C5,Cold/cough/sore throat,C5C,C5E,C,E,C|E,C5E,E,Doctor-written-style explanation,False
P021,R_2m8uvmVPOFVMslr,C5,Cold/cough/sore throat,C5B,C5C,B,C,B|C,C5B,B,Local feature-attribution / key-factor explanation,False
P022,R_2kM6LikSFtKGR2U,C5,Cold/cough/sore throat,C5B,C5D,B,D,B|D,C5D,D,LLM natural-language explanation,False
P023,R_2FquOcvznAFp1ND,C5,Cold/cough/sore throat,C5C,C5D,C,D,C|D,C5C,C,Counterfactual explanation,False
P024,R_2gMzN6NBgzZJ0Mb,C5,Cold/cough/sore throat,C5C,C5D,C,D,C|D,C5C,C,Counterfactual explanation,False
P025,R_8OHDD9l9hNnRn3F,C5,Cold/cough/sore throat,C5C,C5D,C,D,C|D,C5C,C,Counterfactual explanation,False
P026,R_2dnacUtaiDoQt0u,C5,Cold/cough/sore throat,C5C,C5D,C,D,C|D,C5C,C,Counterfactual explanation,False
P027,R_2anPrrpI4mN0rAa,C5,Cold/cough/sore throat,C5A,C5C,A,C,A|C,C5A,A,Rule-based decision path,False
P028,R_2Xoi8XWGpvrHu2s,C5,Cold/cough/sore throat,C5C,C5E,C,E,C|E,C5E,E,Doctor-written-style explanation,False
P029,R_2If52xcbQMEJyPn,C5,Cold/cough/sore throat,C5C,C5E,C,E,C|E,C5E,E,Doctor-written-style explanation,False
P030,R_81YN18e9BJFiEKu,C5,Cold/cough/sore throat,C5C,C5D,C,D,C|D,C5D,D,LLM natural-language explanation,False
P031,R_8ieNZXGBztLmYKu,C5,Cold/cough/sore throat,C5C,C5E,C,E,C|E,C5E,E,Doctor-written-style explanation,False
P032,R_2jHdIVqxp0LxPTz,C5,Cold/cough/sore throat,C5C,C5E,C,E,C|E,C5E,E,Doctor-written-style explanation,False
P033,R_8Ev4OYXrNqG40Ig,C5,Cold/cough/sore throat,C5C,C5E,C,E,C|E,C5E,E,Doctor-written-style explanation,False
P034,R_8fcTUmtbd7RWvR6,C5,Cold/cough/sore throat,C5C,C5E,C,E,C|E,C5E,E,Doctor-written-style explanation,False
P035,R_2D6WTpT3P1jmFdZ,C5,Cold/cough/sore throat,C5C,C5E,C,E,C|E,C5E,E,Doctor-written-style explanation,False
P036,R_2GE84SlDOivjQig,C5,Cold/cough/sore throat,C5A,C5C,A,C,A|C,C5A,A,Rule-based decision path,False
P037,R_8Ym68fZB8lcHaLU,C5,Cold/cough/sore throat,C5C,C5D,C,D,C|D,C5C,C,Counterfactual explanation,False
P038,R_2pqPccJ7X6Ow6bL,C5,Cold/cough/sore throat,C5C,C5E,C,E,C|E,C5E,E,Doctor-written-style explanation,False
P039,R_8TXLz2ngPXUHsg1,C5,Cold/cough/sore throat,C5C,C5E,C,E,C|E,C5E,E,Doctor-written-style explanation,False
P041,R_8fMgmliGsAUQpMJ,C5,Cold/cough/sore throat,C5B,C5C,B,C,B|C,C5B,B,Local feature-attribution / key-factor explanation,False
P042,R_2rkSvqGWFPcgMzT,C5,Cold/cough/sore throat,C5B,C5C,B,C,B|C,C5B,B,Local feature-attribution / key-factor explanation,False
P043,R_2QbMl2dK6QFsqD7,C5,Cold/cough/sore throat,C5B,C5C,B,C,B|C,C5C,C,Counterfactual explanation,False
P045,R_2AuWuLj6hrD3vbP,C5,Cold/cough/sore throat,C5A,C5E,A,E,A|E,C5E,E,Doctor-written-style explanation,False
P046,R_2znLVXbmg45JWPC,C5,Cold/cough/sore throat,C5B,C5C,B,C,B|C,C5B,B,Local feature-attribution / key-factor explanation,False
P047,R_2r2g76EB5WzlPlE,C5,Cold/cough/sore throat,C5C,C5E,C,E,C|E,C5E,E,Doctor-written-style explanation,False
P049,R_2h4sb4bawJdulOo,C5,Cold/cough/sore throat,C5C,C5E,C,E,C|E,C5C,C,Counterfactual explanation,False
P050,R_2HXj0saAJh7x4Us,C5,Cold/cough/sore throat,C5C,C5E,C,E,C|E,C5E,E,Doctor-written-style explanation,False
P051,R_83jcdRgKC1yerGN,C5,Cold/cough/sore throat,C5B,C5D,B,D,B|D,C5B,B,Local feature-attribution / key-factor explanation,False
P055,R_2OI7cjnhWztRfXn,C5,Cold/cough/sore throat,C5B,C5C,B,C,B|C,C5C,C,Counterfactual explanation,False
P056,R_8raIXWlKLqKNVMR,C5,Cold/cough/sore throat,C5B,C5D,B,D,B|D,C5D,D,LLM natural-language explanation,False
P058,R_8t0tOyMuhWUt6AF,C5,Cold/cough/sore throat,C5B,C5D,B,D,B|D,C5D,D,LLM natural-language explanation,False
P059,R_2HrQQwfw9gObwJz,C5,Cold/cough/sore throat,C5D,C5E,D,E,D|E,C5D,D,LLM natural-language explanation,False
P060,R_2KDwfKnAPQGoSO7,C5,Cold/cough/sore throat,C5A,C5D,A,D,A|D,C5D,D,LLM natural-language explanation,False
P061,R_2KGVjxNJbUxmmwN,C5,Cold/cough/sore throat,C5C,C5D,C,D,C|D,C5C,C,Counterfactual explanation,False
P062,R_29if10lWZQQSQN4,C5,Cold/cough/sore throat,C5B,C5C,B,C,B|C,C5B,B,Local feature-attribution / key-factor explanation,False
P063,R_2pXrXB3B3nykjrP,C5,Cold/cough/sore throat,C5B,C5C,B,C,B|C,C5C,C,Counterfactual explanation,False
P002,R_8txlseIZpRyf8eF,F1,Fever/flu-like symptoms,F1C,F1E,C,E,C|E,F1E,E,Doctor-written-style explanation,False
P005,R_2mk0Otms6W3G7m6,F1,Fever/flu-like symptoms,F1A,F1E,A,E,A|E,F1A,A,Rule-based decision path,False
P006,R_2z7P4z2c1fY25eU,F1,Fever/flu-like symptoms,F1B,F1D,B,D,B|D,F1B,B,Local feature-attribution / key-factor explanation,False
P007,R_8eXG1jT9WHRNk6g,F1,Fever/flu-like symptoms,F1B,F1E,B,E,B|E,F1E,E,Doctor-written-style explanation,False
P008,R_8CZZj2bH16ds3Gk,F1,Fever/flu-like symptoms,F1A,F1E,A,E,A|E,F1A,A,Rule-based decision path,False
P009,R_2CJjxOa0OLMTNE1,F1,Fever/flu-like symptoms,F1B,F1E,B,E,B|E,F1E,E,Doctor-written-style explanation,False
P010,R_8ksIbWWcn2o4emB,F1,Fever/flu-like symptoms,F1A,F1D,A,D,A|D,F1A,A,Rule-based decision path,False
P011,R_8gxhawknMc9x5oB,F1,Fever/flu-like symptoms,F1C,F1E,C,E,C|E,F1E,E,Doctor-written-style explanation,False
P012,R_8kHr5DLgYiobzXY,F1,Fever/flu-like symptoms,F1B,F1D,B,D,B|D,F1B,B,Local feature-attribution / key-factor explanation,False
P013,R_8dtu7pifvNrExGt,F1,Fever/flu-like symptoms,F1B,F1E,B,E,B|E,F1B,B,Local feature-attribution / key-factor explanation,False
P014,R_2AjdnF20eeiyFcR,F1,Fever/flu-like symptoms,F1B,F1D,B,D,B|D,F1B,B,Local feature-attribution / key-factor explanation,False
P016,R_82Wg73Egv47VMfa,F1,Fever/flu-like symptoms,F1B,F1C,B,C,B|C,F1B,B,Local feature-attribution / key-factor explanation,False
P018,R_8onlXHxwbhXjDGm,F1,Fever/flu-like symptoms,F1C,F1E,C,E,C|E,F1E,E,Doctor-written-style explanation,False
P019,R_8oSGgsahbAT7s0T,F1,Fever/flu-like symptoms,F1A,F1B,A,B,A|B,F1B,B,Local feature-attribution / key-factor explanation,False
P023,R_2FquOcvznAFp1ND,F1,Fever/flu-like symptoms,F1A,F1B,A,B,A|B,F1A,A,Rule-based decision path,False
P024,R_2gMzN6NBgzZJ0Mb,F1,Fever/flu-like symptoms,F1B,F1E,B,E,B|E,F1E,E,Doctor-written-style explanation,False
P027,R_2anPrrpI4mN0rAa,F1,Fever/flu-like symptoms,F1A,F1B,A,B,A|B,F1A,A,Rule-based decision path,False
P028,R_2Xoi8XWGpvrHu2s,F1,Fever/flu-like symptoms,F1A,F1E,A,E,A|E,F1A,A,Rule-based decision path,False
P029,R_2If52xcbQMEJyPn,F1,Fever/flu-like symptoms,F1B,F1C,B,C,B|C,F1B,B,Local feature-attribution / key-factor explanation,False
P030,R_81YN18e9BJFiEKu,F1,Fever/flu-like symptoms,F1A,F1E,A,E,A|E,F1A,A,Rule-based decision path,False
P031,R_8ieNZXGBztLmYKu,F1,Fever/flu-like symptoms,F1A,F1E,A,E,A|E,F1A,A,Rule-based decision path,False
P032,R_2jHdIVqxp0LxPTz,F1,Fever/flu-like symptoms,F1A,F1E,A,E,A|E,F1A,A,Rule-based decision path,False
P033,R_8Ev4OYXrNqG40Ig,F1,Fever/flu-like symptoms,F1A,F1E,A,E,A|E,F1A,A,Rule-based decision path,False
P034,R_8fcTUmtbd7RWvR6,F1,Fever/flu-like symptoms,F1A,F1B,A,B,A|B,F1A,A,Rule-based decision path,False
P035,R_2D6WTpT3P1jmFdZ,F1,Fever/flu-like symptoms,F1B,F1C,B,C,B|C,F1B,B,Local feature-attribution / key-factor explanation,False
P036,R_2GE84SlDOivjQig,F1,Fever/flu-like symptoms,F1B,F1E,B,E,B|E,F1E,E,Doctor-written-style explanation,False
P037,R_8Ym68fZB8lcHaLU,F1,Fever/flu-like symptoms,F1A,F1B,A,B,A|B,F1A,A,Rule-based decision path,False
P038,R_2pqPccJ7X6Ow6bL,F1,Fever/flu-like symptoms,F1B,F1C,B,C,B|C,F1C,C,Counterfactual explanation,False
P039,R_8TXLz2ngPXUHsg1,F1,Fever/flu-like symptoms,F1B,F1C,B,C,B|C,F1C,C,Counterfactual explanation,False
P041,R_8fMgmliGsAUQpMJ,F1,Fever/flu-like symptoms,F1B,F1D,B,D,B|D,F1B,B,Local feature-attribution / key-factor explanation,False
P042,R_2rkSvqGWFPcgMzT,F1,Fever/flu-like symptoms,F1B,F1D,B,D,B|D,F1B,B,Local feature-attribution / key-factor explanation,False
P043,R_2QbMl2dK6QFsqD7,F1,Fever/flu-like symptoms,F1B,F1D,B,D,B|D,F1D,D,LLM natural-language explanation,False
P047,R_2r2g76EB5WzlPlE,F1,Fever/flu-like symptoms,F1A,F1D,A,D,A|D,F1A,A,Rule-based decision path,False
P048,R_2fvsGTsQzT2unVi,F1,Fever/flu-like symptoms,F1A,F1D,A,D,A|D,F1A,A,Rule-based decision path,False
P049,R_2h4sb4bawJdulOo,F1,Fever/flu-like symptoms,F1A,F1D,A,D,A|D,F1A,A,Rule-based decision path,False
P050,R_2HXj0saAJh7x4Us,F1,Fever/flu-like symptoms,F1A,F1D,A,D,A|D,F1A,A,Rule-based decision path,False
P051,R_83jcdRgKC1yerGN,F1,Fever/flu-like symptoms,F1A,F1E,A,E,A|E,F1A,A,Rule-based decision path,False
P055,R_2OI7cjnhWztRfXn,F1,Fever/flu-like symptoms,F1A,F1E,A,E,A|E,F1E,E,Doctor-written-style explanation,False
P056,R_8raIXWlKLqKNVMR,F1,Fever/flu-like symptoms,F1B,F1C,B,C,B|C,F1C,C,Counterfactual explanation,False
P057,R_2eQKZJlPjVkBdRH,F1,Fever/flu-like symptoms,F1B,F1D,B,D,B|D,F1B,B,Local feature-attribution / key-factor explanation,False
P058,R_8t0tOyMuhWUt6AF,F1,Fever/flu-like symptoms,F1A,F1D,A,D,A|D,F1D,D,LLM natural-language explanation,False
P060,R_2KDwfKnAPQGoSO7,F1,Fever/flu-like symptoms,F1B,F1E,B,E,B|E,F1E,E,Doctor-written-style explanation,False
P061,R_2KGVjxNJbUxmmwN,F1,Fever/flu-like symptoms,F1A,F1B,A,B,A|B,F1A,A,Rule-based decision path,False
P063,R_2pXrXB3B3nykjrP,F1,Fever/flu-like symptoms,F1A,F1E,A,E,A|E,F1A,A,Rule-based decision path,False
P001,R_2siP2AR4k5kxlQd,F2,Fever/flu-like symptoms,F2A,F2E,A,E,A|E,F2E,E,Doctor-written-style explanation,False
P002,R_8txlseIZpRyf8eF,F2,Fever/flu-like symptoms,F2D,F2E,D,E,D|E,F2D,D,LLM natural-language explanation,False
P004,R_2QsZYZ5xhhmtprB,F2,Fever/flu-like symptoms,F2B,F2E,B,E,B|E,F2E,E,Doctor-written-style explanation,False
P005,R_2mk0Otms6W3G7m6,F2,Fever/flu-like symptoms,F2B,F2D,B,D,B|D,F2B,B,Local feature-attribution / key-factor explanation,False
P006,R_2z7P4z2c1fY25eU,F2,Fever/flu-like symptoms,F2A,F2E,A,E,A|E,F2A,A,Rule-based decision path,False
P008,R_8CZZj2bH16ds3Gk,F2,Fever/flu-like symptoms,F2B,F2D,B,D,B|D,F2B,B,Local feature-attribution / key-factor explanation,False
P009,R_2CJjxOa0OLMTNE1,F2,Fever/flu-like symptoms,F2A,F2C,A,C,A|C,F2A,A,Rule-based decision path,False
P010,R_8ksIbWWcn2o4emB,F2,Fever/flu-like symptoms,F2B,F2C,B,C,B|C,F2B,B,Local feature-attribution / key-factor explanation,False
P011,R_8gxhawknMc9x5oB,F2,Fever/flu-like symptoms,F2B,F2D,B,D,B|D,F2B,B,Local feature-attribution / key-factor explanation,False
P012,R_8kHr5DLgYiobzXY,F2,Fever/flu-like symptoms,F2A,F2E,A,E,A|E,F2A,A,Rule-based decision path,False
P013,R_8dtu7pifvNrExGt,F2,Fever/flu-like symptoms,F2A,F2E,A,E,A|E,F2A,A,Rule-based decision path,False
P014,R_2AjdnF20eeiyFcR,F2,Fever/flu-like symptoms,F2A,F2D,A,D,A|D,F2A,A,Rule-based decision path,False
P016,R_82Wg73Egv47VMfa,F2,Fever/flu-like symptoms,F2D,F2E,D,E,D|E,F2E,E,Doctor-written-style explanation,False
P018,R_8onlXHxwbhXjDGm,F2,Fever/flu-like symptoms,F2A,F2B,A,B,A|B,F2A,A,Rule-based decision path,False
P019,R_8oSGgsahbAT7s0T,F2,Fever/flu-like symptoms,F2C,F2E,C,E,C|E,F2E,E,Doctor-written-style explanation,False
P022,R_2kM6LikSFtKGR2U,F2,Fever/flu-like symptoms,F2B,F2E,B,E,B|E,F2E,E,Doctor-written-style explanation,False
P023,R_2FquOcvznAFp1ND,F2,Fever/flu-like symptoms,F2D,F2E,D,E,D|E,F2E,E,Doctor-written-style explanation,False
P024,R_2gMzN6NBgzZJ0Mb,F2,Fever/flu-like symptoms,F2A,F2D,A,D,A|D,F2A,A,Rule-based decision path,False
P027,R_2anPrrpI4mN0rAa,F2,Fever/flu-like symptoms,F2D,F2E,D,E,D|E,F2E,E,Doctor-written-style explanation,False
P028,R_2Xoi8XWGpvrHu2s,F2,Fever/flu-like symptoms,F2A,F2D,A,D,A|D,F2A,A,Rule-based decision path,False
P029,R_2If52xcbQMEJyPn,F2,Fever/flu-like symptoms,F2A,F2E,A,E,A|E,F2A,A,Rule-based decision path,False
P030,R_81YN18e9BJFiEKu,F2,Fever/flu-like symptoms,F2B,F2D,B,D,B|D,F2B,B,Local feature-attribution / key-factor explanation,False
P031,R_8ieNZXGBztLmYKu,F2,Fever/flu-like symptoms,F2B,F2D,B,D,B|D,F2B,B,Local feature-attribution / key-factor explanation,False
P032,R_2jHdIVqxp0LxPTz,F2,Fever/flu-like symptoms,F2B,F2D,B,D,B|D,F2D,D,LLM natural-language explanation,False
P033,R_8Ev4OYXrNqG40Ig,F2,Fever/flu-like symptoms,F2B,F2D,B,D,B|D,F2B,B,Local feature-attribution / key-factor explanation,False
P034,R_8fcTUmtbd7RWvR6,F2,Fever/flu-like symptoms,F2B,F2C,B,C,B|C,F2C,C,Counterfactual explanation,False
P035,R_2D6WTpT3P1jmFdZ,F2,Fever/flu-like symptoms,F2A,F2E,A,E,A|E,F2A,A,Rule-based decision path,False
P036,R_2GE84SlDOivjQig,F2,Fever/flu-like symptoms,F2A,F2C,A,C,A|C,F2A,A,Rule-based decision path,False
P037,R_8Ym68fZB8lcHaLU,F2,Fever/flu-like symptoms,F2A,F2E,A,E,A|E,F2A,A,Rule-based decision path,False
P038,R_2pqPccJ7X6Ow6bL,F2,Fever/flu-like symptoms,F2A,F2E,A,E,A|E,F2A,A,Rule-based decision path,False
P039,R_8TXLz2ngPXUHsg1,F2,Fever/flu-like symptoms,F2A,F2E,A,E,A|E,F2A,A,Rule-based decision path,False
P041,R_8fMgmliGsAUQpMJ,F2,Fever/flu-like symptoms,F2A,F2E,A,E,A|E,F2A,A,Rule-based decision path,False
P042,R_2rkSvqGWFPcgMzT,F2,Fever/flu-like symptoms,F2A,F2E,A,E,A|E,F2A,A,Rule-based decision path,False
P043,R_2QbMl2dK6QFsqD7,F2,Fever/flu-like symptoms,F2A,F2E,A,E,A|E,F2A,A,Rule-based decision path,False
P047,R_2r2g76EB5WzlPlE,F2,Fever/flu-like symptoms,F2A,F2E,A,E,A|E,F2A,A,Rule-based decision path,False
P048,R_2fvsGTsQzT2unVi,F2,Fever/flu-like symptoms,F2B,F2C,B,C,B|C,F2B,B,Local feature-attribution / key-factor explanation,False
P049,R_2h4sb4bawJdulOo,F2,Fever/flu-like symptoms,F2A,F2E,A,E,A|E,F2A,A,Rule-based decision path,False
P050,R_2HXj0saAJh7x4Us,F2,Fever/flu-like symptoms,F2A,F2E,A,E,A|E,F2A,A,Rule-based decision path,False
P051,R_83jcdRgKC1yerGN,F2,Fever/flu-like symptoms,F2B,F2C,B,C,B|C,F2B,B,Local feature-attribution / key-factor explanation,False
P055,R_2OI7cjnhWztRfXn,F2,Fever/flu-like symptoms,F2B,F2D,B,D,B|D,F2D,D,LLM natural-language explanation,False
P056,R_8raIXWlKLqKNVMR,F2,Fever/flu-like symptoms,F2C,F2E,C,E,C|E,F2E,E,Doctor-written-style explanation,False
P058,R_8t0tOyMuhWUt6AF,F2,Fever/flu-like symptoms,F2C,F2E,C,E,C|E,F2E,E,Doctor-written-style explanation,False
P059,R_2HrQQwfw9gObwJz,F2,Fever/flu-like symptoms,F2B,F2C,B,C,B|C,F2C,C,Counterfactual explanation,False
P060,R_2KDwfKnAPQGoSO7,F2,Fever/flu-like symptoms,F2C,F2E,C,E,C|E,F2E,E,Doctor-written-style explanation,False
P061,R_2KGVjxNJbUxmmwN,F2,Fever/flu-like symptoms,F2C,F2E,C,E,C|E,F2E,E,Doctor-written-style explanation,False
P062,R_29if10lWZQQSQN4,F2,Fever/flu-like symptoms,F2D,F2E,D,E,D|E,F2D,D,LLM natural-language explanation,False
P063,R_2pXrXB3B3nykjrP,F2,Fever/flu-like symptoms,F2A,F2B,A,B,A|B,F2B,B,Local feature-attribution / key-factor explanation,False
P002,R_8txlseIZpRyf8eF,F3,Fever/flu-like symptoms,F3A,F3B,A,B,A|B,F3B,B,Local feature-attribution / key-factor explanation,False
P004,R_2QsZYZ5xhhmtprB,F3,Fever/flu-like symptoms,F3A,F3D,A,D,A|D,F3A,A,Rule-based decision path,False
P005,R_2mk0Otms6W3G7m6,F3,Fever/flu-like symptoms,F3A,F3C,A,C,A|C,F3A,A,Rule-based decision path,False
P006,R_2z7P4z2c1fY25eU,F3,Fever/flu-like symptoms,F3B,F3C,B,C,B|C,F3B,B,Local feature-attribution / key-factor explanation,False
P007,R_8eXG1jT9WHRNk6g,F3,Fever/flu-like symptoms,F3C,F3D,C,D,C|D,F3C,C,Counterfactual explanation,False
P008,R_8CZZj2bH16ds3Gk,F3,Fever/flu-like symptoms,F3A,F3C,A,C,A|C,F3A,A,Rule-based decision path,False
P009,R_2CJjxOa0OLMTNE1,F3,Fever/flu-like symptoms,F3A,F3D,A,D,A|D,F3A,A,Rule-based decision path,False
P010,R_8ksIbWWcn2o4emB,F3,Fever/flu-like symptoms,F3A,F3E,A,E,A|E,F3A,A,Rule-based decision path,False
P011,R_8gxhawknMc9x5oB,F3,Fever/flu-like symptoms,F3A,F3E,A,E,A|E,F3A,A,Rule-based decision path,False
P012,R_8kHr5DLgYiobzXY,F3,Fever/flu-like symptoms,F3B,F3C,B,C,B|C,F3B,B,Local feature-attribution / key-factor explanation,False
P013,R_8dtu7pifvNrExGt,F3,Fever/flu-like symptoms,F3B,F3C,B,C,B|C,F3B,B,Local feature-attribution / key-factor explanation,False
P014,R_2AjdnF20eeiyFcR,F3,Fever/flu-like symptoms,F3B,F3E,B,E,B|E,F3E,E,Doctor-written-style explanation,False
P016,R_82Wg73Egv47VMfa,F3,Fever/flu-like symptoms,F3A,F3B,A,B,A|B,F3A,A,Rule-based decision path,False
P018,R_8onlXHxwbhXjDGm,F3,Fever/flu-like symptoms,F3A,F3D,A,D,A|D,F3A,A,Rule-based decision path,False
P019,R_8oSGgsahbAT7s0T,F3,Fever/flu-like symptoms,F3A,F3D,A,D,A|D,F3A,A,Rule-based decision path,False
P022,R_2kM6LikSFtKGR2U,F3,Fever/flu-like symptoms,F3C,F3D,C,D,C|D,F3C,C,Counterfactual explanation,False
P023,R_2FquOcvznAFp1ND,F3,Fever/flu-like symptoms,F3A,F3C,A,C,A|C,F3A,A,Rule-based decision path,False
P024,R_2gMzN6NBgzZJ0Mb,F3,Fever/flu-like symptoms,F3B,F3C,B,C,B|C,F3C,C,Counterfactual explanation,False
P027,R_2anPrrpI4mN0rAa,F3,Fever/flu-like symptoms,F3C,F3E,C,E,C|E,F3E,E,Doctor-written-style explanation,False
P028,R_2Xoi8XWGpvrHu2s,F3,Fever/flu-like symptoms,F3B,F3E,B,E,B|E,F3E,E,Doctor-written-style explanation,False
P029,R_2If52xcbQMEJyPn,F3,Fever/flu-like symptoms,F3C,F3D,C,D,C|D,F3C,C,Counterfactual explanation,False
P030,R_81YN18e9BJFiEKu,F3,Fever/flu-like symptoms,F3A,F3C,A,C,A|C,F3A,A,Rule-based decision path,False
P031,R_8ieNZXGBztLmYKu,F3,Fever/flu-like symptoms,F3B,F3C,B,C,B|C,F3B,B,Local feature-attribution / key-factor explanation,False
P032,R_2jHdIVqxp0LxPTz,F3,Fever/flu-like symptoms,F3B,F3C,B,C,B|C,F3B,B,Local feature-attribution / key-factor explanation,False
P033,R_8Ev4OYXrNqG40Ig,F3,Fever/flu-like symptoms,F3B,F3C,B,C,B|C,F3B,B,Local feature-attribution / key-factor explanation,False
P034,R_8fcTUmtbd7RWvR6,F3,Fever/flu-like symptoms,F3C,F3D,C,D,C|D,F3C,C,Counterfactual explanation,False
P035,R_2D6WTpT3P1jmFdZ,F3,Fever/flu-like symptoms,F3C,F3D,C,D,C|D,F3C,C,Counterfactual explanation,False
P036,R_2GE84SlDOivjQig,F3,Fever/flu-like symptoms,F3A,F3C,A,C,A|C,F3A,A,Rule-based decision path,False
P037,R_8Ym68fZB8lcHaLU,F3,Fever/flu-like symptoms,F3A,F3B,A,B,A|B,F3A,A,Rule-based decision path,False
P038,R_2pqPccJ7X6Ow6bL,F3,Fever/flu-like symptoms,F3C,F3D,C,D,C|D,F3C,C,Counterfactual explanation,False
P039,R_8TXLz2ngPXUHsg1,F3,Fever/flu-like symptoms,F3C,F3D,C,D,C|D,F3C,C,Counterfactual explanation,False
P041,R_8fMgmliGsAUQpMJ,F3,Fever/flu-like symptoms,F3C,F3E,C,E,C|E,F3E,E,Doctor-written-style explanation,False
P042,R_2rkSvqGWFPcgMzT,F3,Fever/flu-like symptoms,F3C,F3E,C,E,C|E,F3E,E,Doctor-written-style explanation,False
P043,R_2QbMl2dK6QFsqD7,F3,Fever/flu-like symptoms,F3C,F3E,C,E,C|E,F3C,C,Counterfactual explanation,False
P047,R_2r2g76EB5WzlPlE,F3,Fever/flu-like symptoms,F3A,F3D,A,D,A|D,F3A,A,Rule-based decision path,False
P048,R_2fvsGTsQzT2unVi,F3,Fever/flu-like symptoms,F3A,F3E,A,E,A|E,F3A,A,Rule-based decision path,False
P049,R_2h4sb4bawJdulOo,F3,Fever/flu-like symptoms,F3A,F3D,A,D,A|D,F3A,A,Rule-based decision path,False
P050,R_2HXj0saAJh7x4Us,F3,Fever/flu-like symptoms,F3A,F3D,A,D,A|D,F3A,A,Rule-based decision path,False
